instance_id,n_vars,n_clauses,method,satisfiable,time_seconds,solution
1000,4,9,BackTracking,S,2.2000051103532314e-05,"{1: True, 2: True, 3: False, 4: True}"
1001,4,9,BackTracking,U,1.4249992091208696e-05,{}
1002,4,9,BackTracking,S,9.167008101940155e-06,"{1: True, 2: True, 3: True, 4: False}"
1003,4,9,BackTracking,S,2.3042026441544294e-05,"{1: False, 2: True, 3: False, 4: True}"
1004,4,9,BackTracking,U,2.6249908842146397e-06,{}
1005,4,9,BackTracking,U,1.2165983207523823e-05,{}
1006,4,9,BackTracking,U,1.6833015251904726e-05,{}
1007,4,9,BackTracking,S,1.1333031579852104e-05,"{1: False, 2: False, 3: True, 4: True}"
1008,4,9,BackTracking,S,2.0916981156915426e-05,"{1: False, 2: True, 3: False, 4: True}"
1009,4,9,BackTracking,S,8.083006832748652e-06,"{1: True, 2: True, 3: False, 4: False}"
1010,8,18,BackTracking,S,3.2374984584748745e-05,"{1: True, 2: True, 3: False, 4: False, 5: False, 6: False, 7: False, 8: True}"
1011,8,18,BackTracking,S,5.829101428389549e-05,"{1: True, 2: True, 3: False, 4: True, 5: False, 6: False, 7: True, 8: False}"
1012,8,18,BackTracking,S,0.00011008302681148052,"{1: False, 2: True, 3: True, 4: False, 5: True, 6: False, 7: True, 8: True}"
1013,8,18,BackTracking,U,0.00012987497029826045,{}
1014,8,18,BackTracking,U,0.00018324999837204814,{}
1015,8,18,BackTracking,U,0.00016529200365766883,{}
1016,8,18,BackTracking,U,0.0002917919773608446,{}
1017,8,18,BackTracking,S,4.408403765410185e-05,"{1: True, 2: False, 3: True, 4: False, 5: False, 6: True, 7: True, 8: False}"
1018,8,18,BackTracking,S,0.00011858303332701325,"{1: True, 2: False, 3: True, 4: False, 5: False, 6: False, 7: True, 8: False}"
1019,8,18,BackTracking,U,8.174998220056295e-05,{}
1020,12,20,BackTracking,U,0.0012372920173220336,{}
1021,12,20,BackTracking,S,0.00021129101514816284,"{1: True, 2: False, 3: True, 4: False, 5: False, 6: True, 7: False, 8: True, 9: False, 10: True, 11: True, 12: True}"
1022,12,20,BackTracking,S,0.00021754199406132102,"{1: True, 2: False, 3: True, 4: True, 5: False, 6: True, 7: True, 8: False, 9: False, 10: False, 11: True, 12: True}"
